Fecha;Departamento;Municipio;Día;Hora;Barrio;Zona;Clase de sitio;Arma empleada;Móvil Agresor;Móvil Victima;Edad;Sexo;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;Cantidad
04/07/2016;NARIÑO;SAN ANDRES DE TUMACO;Lunes;12:54:00;VDA VAQUERIA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52835000;1
04/07/2016;PUTUMAYO;PUERTO GUZMÁN;Lunes;0:05:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;86571000;1
04/07/2016;SANTANDER;BUCARAMANGA (CT);Lunes;7:30:00;SAN FRANCISCO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;CONDUCTOR MOTOCICLETA;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;68001000;1
04/07/2016;VALLE;ANSERMANUEVO;Lunes;16:45:00;VEREDA EL BILLAR;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;39;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76041000;1
04/07/2016;VALLE;BUENAVENTURA;Lunes;12:26:00;CAMILO TORRES;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76109000;1
04/07/2016;VALLE;CALI (CT);Lunes;17:00:00;LOS CONQUISTADORES E11;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;23;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
04/07/2016;VALLE;CALI (CT);Lunes;3:00:00;CIUDADELA FLORALIA E6;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;76001000;1
04/07/2016;VALLE;CALI (CT);Lunes;5:40:00;TIERRA BLANCA E20;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
04/07/2016;VALLE;CALI (CT);Lunes;17:03:00;EL POBLADO II E13;URBANA;PARQUES;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
04/07/2016;VALLE;GUACARÍ;Lunes;9:50:00;CORREGIMIENTO SONSO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;PASAJERO MOTOCICLETA;35;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76318000;1
04/07/2016;VALLE;JAMUNDÍ;Lunes;14:06:00;CGTO LA LIBERIA E24;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76364000;1
04/07/2016;VALLE;SEVILLA;Lunes;21:20:00;VDA TOTORO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;54;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;76736000;1
04/07/2016;VALLE;YUMBO;Lunes;18:00:00;PUERTO ISAACS E25;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;76892000;1
05/07/2016;ANTIOQUIA;ANORÍ;Martes;17:30:00;MESETA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;05040000;1
05/07/2016;ANTIOQUIA;BELLO;Martes;8:12:00;SANTA RITA;URBANA;QUEBRADA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;42;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;ANALFABETA;05088000;1
05/07/2016;ANTIOQUIA;COCORNÁ;Martes;5:00:00;LA ARBOLEDA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05197000;1
05/07/2016;ANTIOQUIA;MEDELLÍN (CT);Martes;21:07:00;SANTA RITA  S.A.P.;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
05/07/2016;ANTIOQUIA;SABANALARGA;Martes;17:12:00;EL SOCORRO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05628000;1
05/07/2016;ANTIOQUIA;SANTAFÉ DE ANTIOQUIA;Martes;16:40:00;SAN RAFAEL;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;ANALFABETA;05042000;1
05/07/2016;BOLÍVAR;CARTAGENA (CT);Martes;6:45:00;LA CANDELARIA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;18;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
05/07/2016;CAUCA;CAJIBÍO;Martes;7:00:00;VDA LA VENTA DE CAJIBIO;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19130000;1
05/07/2016;CAUCA;SUÁREZ;Martes;0:20:00;EL DIAMANTE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19780000;1
05/07/2016;CÓRDOBA;MOMIL;Martes;2:00:00;CENTRO;URBANA;BARES, CANTINAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;48;MASCULINO;CASADO;COLOMBIA;INDEPENDIENTE;DERECHO;SUPERIOR;23464000;1
05/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Martes;22:25:00;ALAMEDA E-3;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;43;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
05/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Martes;3:06:00;SAN JAVIER E-7;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
05/07/2016;CUNDINAMARCA;FACATATIVÁ;Martes;14:30:00;RINCON DE FACA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;16;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;25269000;1
05/07/2016;HUILA;ACEVEDO;Martes;16:30:00;VEREDA SIBERIA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;41006000;1
05/07/2016;MAGDALENA;ZONA BANANERA;Martes;1:00:00;CORREGIMIENTO GUACAMAYAL;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;47980000;1
05/07/2016;NORTE DE SANTANDER;CÚCUTA (CT);Martes;11:30:00;BARRIO SAN GERARDO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;33;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;54001000;1
05/07/2016;QUINDÍO;MONTENEGRO;Martes;19:30:00;CALDAS;URBANA;CANCHA DE FUTBOL;ARMA DE FUEGO;A PIE;A PIE;14;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;63470000;1
05/07/2016;TOLIMA;ESPINAL;Martes;20:20:00;SECTOR LAS MANAS;RURAL;CANALIZACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;51;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;73268000;1
05/07/2016;VALLE;BUENAVENTURA;Martes;23:34:00;CALDAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76109000;1
05/07/2016;VALLE;CALI (CT);Martes;23:20:00;BRISAS DE MAYO E20;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;A PIE;A PIE;54;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76001000;1
05/07/2016;VALLE;CALI (CT);Martes;19:25:00;SECTOR ALTO LOS CHORROS E18;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76001000;1
05/07/2016;VALLE;EL CERRITO;Martes;6:15:00;BUENOS AIRES;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;45;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76248000;1
05/07/2016;VALLE;TULUÁ;Martes;13:55:00;Portales del Río;URBANA;DENTRO DE LA VIVIENDA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;43;FEMENINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76834000;1
05/07/2016;VALLE;YUMBO;Martes;12:40:00;BELLAVISTA E25;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76892000;1
06/07/2016;ANTIOQUIA;MEDELLÍN (CT);Miércoles;20:00:00;BARRIO CAYCEDO C-9;URBANA;TALLERES MECANICA;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;-;-;NO REPORTA;-;-;05001000;1
06/07/2016;ANTIOQUIA;MEDELLÍN (CT);Miércoles;11:55:00;MOSCU 1  C-2;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;35;MASCULINO;-;-;NO REPORTA;-;-;05001000;1
06/07/2016;ANTIOQUIA;PEÑOL;Miércoles;7:00:00;UBITAL;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;42;FEMENINO;DIVORCIADO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;05541000;1
06/07/2016;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;7:00:00;SAN ROQUE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;08001000;1
06/07/2016;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;12:15:00;EL BOSQUE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;08001000;1
06/07/2016;ATLÁNTICO;BARRANQUILLA (CT);Miércoles;4:20:00;REBOLO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;08001000;1
06/07/2016;BOLÍVAR;CARTAGENA (CT);Miércoles;2:00:00;FLOR DEL CAMPO  E-10;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;48;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
06/07/2016;CALDAS;SUPÍA;Miércoles;0:47:00;BARRIO POPULAR;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;FEMENINO;SOLTERO;COLOMBIA;AMA DE CASA;-;SECUNDARIA;17777000;1
06/07/2016;CALDAS;SUPÍA;Miércoles;0:47:00;BARRIO POPULAR;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;47;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;17777000;1
06/07/2016;CAUCA;EL TAMBO;Miércoles;7:00:00;Vda Sevilla;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;41;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;19256000;1
06/07/2016;GUAJIRA;MAICAO;Miércoles;7:50:00;PASTRANA BORRERO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;CONDUCTOR MOTOCICLETA;36;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;44430000;1
06/07/2016;HUILA;NEIVA (CT);Miércoles;21:50:00;LOS GUADUALES;URBANA;HOGAR DE PASO;CONTUNDENTES;A PIE;A PIE;88;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;41001000;1
06/07/2016;RISARALDA;BELÉN DE UMBRÍA;Miércoles;15:30:00;VEREDA SANDIA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;66088000;1
06/07/2016;RISARALDA;PEREIRA (CT);Miércoles;20:45:00;EL DANUBIO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66001000;1
06/07/2016;SUCRE;SINCELEJO (CT);Miércoles;15:10:00;TERMINALES TRANSPORTES BRASILIA;URBANA;TERMINAL DE TRANSPORTES;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;COMERCIANTE;-;SUPERIOR;70001000;1
06/07/2016;VALLE;ANDALUCÍA;Miércoles;20:50:00;RICAURTE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76036000;1
06/07/2016;VALLE;BUENAVENTURA;Miércoles;15:12:00;EL CRISTAL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76109000;1
06/07/2016;VALLE;CALI (CT);Miércoles;12:00:00;PETECUY III E6;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76001000;1
06/07/2016;VALLE;CALI (CT);Miércoles;22:40:00;TERRON COLORADO E1;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
06/07/2016;VALLE;CALI (CT);Miércoles;18:20:00;MELENDEZ E18;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
06/07/2016;VALLE;CALI (CT);Miércoles;11:50:00;COMPARTIR E21;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
06/07/2016;VALLE;CALI (CT);Miércoles;2:20:00;LAS DELICIAS E4;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
06/07/2016;VALLE;JAMUNDÍ;Miércoles;17:30:00;EL PORVENIR E24;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;76364000;1
06/07/2016;VALLE;PALMIRA;Miércoles;17:00:00;CORREGIMIENTO LA DOLORES;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76520000;1
06/07/2016;VALLE;RESTREPO;Miércoles;6:10:00;LOS ALPES;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;A PIE;60;MASCULINO;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76606000;1
07/07/2016;ANTIOQUIA;ANGELÓPOLIS;Jueves;19:40:00;ROMERAL;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;54;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05036000;1
07/07/2016;ANTIOQUIA;MEDELLÍN (CT);Jueves;2:40:00;EDUARDO SANTOS C-13;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;45;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05001000;1
07/07/2016;BOLÍVAR;MAGANGUÉ;Jueves;3:45:00;BARRIO PASTRANA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;13430000;1
07/07/2016;CESAR;VALLEDUPAR (CT);Jueves;1:40:00;URB. EL EDEN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;36;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;20001000;1
07/07/2016;CÓRDOBA;AYAPEL;Jueves;8:00:00;VEREDA PALOTAL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;26;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;SECUNDARIA;23068000;1
07/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;16:30:00;CANDELARIA III-IV E-19;URBANA;PANADERIAS;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
07/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;16:30:00;CANDELARIA III-IV E-19;URBANA;PANADERIAS;ARMA DE FUEGO;A PIE;A PIE;48;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
07/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;0:30:00;INGLES E-18;URBANA;TIENDA;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
07/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;17:40:00;MANZANARES E-5;URBANA;TIENDA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;FEMENINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
07/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;1:37:00;PERPETUO SOCORRO E-8;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
07/07/2016;CUNDINAMARCA;SOACHA;Jueves;20:20:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;25754000;1
07/07/2016;GUAJIRA;MAICAO;Jueves;23:15:00;CORREGIMIENTO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;44430000;1
07/07/2016;NORTE DE SANTANDER;VILLA DEL ROSARIO;Jueves;21:05:00;COLINAS DE VISTA HERMOSA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;PRIMARIA;54874000;1
07/07/2016;PUTUMAYO;VALLE DEL GUAMUEZ;Jueves;0:00:00;VDA. ARGELIA;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;ETNIA INDIGENA;-;SECUNDARIA;86865000;1
07/07/2016;PUTUMAYO;VALLE DEL GUAMUEZ;Jueves;0:00:00;VDA. ARGELIA;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;50;MASCULINO;UNION LIBRE;COLOMBIA;ETNIA INDIGENA;-;SECUNDARIA;86865000;1
07/07/2016;RISARALDA;DOSQUEBRADAS;Jueves;16:04:00;CAMPESTRE A;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66170000;1
07/07/2016;RISARALDA;PEREIRA (CT);Jueves;7:07:00;EL OTOÑO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;FEMENINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66001000;1
07/07/2016;SANTANDER;BETULIA;Jueves;5:46:00;VRDA LA PUTANA;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;62;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;68092000;1
07/07/2016;VALLE;CALI (CT);Jueves;20:00:00;SAN MARINO E7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
07/07/2016;VALLE;CANDELARIA;Jueves;20:10:00;EL ROSARIO (23-S-3-1);URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;76130000;1
07/07/2016;VALLE;EL CERRITO;Jueves;19:00:00;VILLA NELLY;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76248000;1
08/07/2016;ANTIOQUIA;CAREPA;Viernes;6:30:00;12 DE OCTUBRE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;05147000;1
08/07/2016;ANTIOQUIA;EBÉJICO;Viernes;7:30:00;ALTO DEL BRASIL;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;46;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05240000;1
08/07/2016;ANTIOQUIA;MEDELLÍN (CT);Viernes;14:36:00;CARPINELO C-1;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;56;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
08/07/2016;ANTIOQUIA;REMEDIOS;Viernes;8:00:00;LAS CAMELIAS;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;MASCULINO;CASADO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05604000;1
08/07/2016;ATLÁNTICO;BARRANQUILLA (CT);Viernes;1:30:00;SAN LUIS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;08001000;1
08/07/2016;BOLÍVAR;CARTAGENA (CT);Viernes;10:20:00;LA CANDELARIA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;13001000;1
08/07/2016;BOLÍVAR;MAGANGUÉ;Viernes;23:50:00;BARRIO YATI;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;13430000;1
08/07/2016;BOYACÁ;TUNJA (CT);Viernes;19:40:00;BARRIO EL MILAGRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;22;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;15001000;1
08/07/2016;CAUCA;BOLÍVAR;Viernes;11:00:00;VDA TRUJILLO;RURAL;CARRETERA;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;ANALFABETA;19100000;1
08/07/2016;CAUCA;SANTANDER DE QUILICHAO;Viernes;15:20:00;PANAMERICANO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;39;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;19698000;1
08/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;18:40:00;GARCES NAVAS E-10;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
08/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;23:53:00;CHICO SUR E-7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
08/07/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;22:19:00;EL DIVINO NIÑO E-19;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;51;MASCULINO;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
