Fecha;Departamento;Municipio;Día;Hora;Barrio;Zona;Clase de sitio;Arma empleada;Móvil Agresor;Móvil Victima;Edad;Sexo;Estado civil;País de nacimiento;Clase de empleado;Profesión;Escolaridad;Código DANE;Cantidad
15/03/2016;MAGDALENA;ARACATACA;Martes;22:00:00;VEREDA LAS CABAÑAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;41;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;47053000;1
15/03/2016;MAGDALENA;SANTA MARTA (CT);Martes;20:30:00;LOS FUNDADORES;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;46;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;47001000;1
15/03/2016;META;GRANADA;Martes;20:30:00;VEREDA ARGENTINA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;39;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;50313000;1
15/03/2016;NARIÑO;SAMANIEGO;Martes;18:58:00;INDUSTRIAL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;48;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52678000;1
15/03/2016;NARIÑO;SAN PEDRO DE CARTAGO;Martes;7:50:00;VEREDA SAN MARTIN;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;52694000;1
15/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Martes;18:40:00;BARRIO SANTO DOMING;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
15/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Martes;22:55:00;BARRIO CUBEROS NIÑO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;54001000;1
15/03/2016;RISARALDA;PEREIRA (CT);Martes;19:24:00;ROCIO ALTO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66001000;1
15/03/2016;RISARALDA;SANTA ROSA DE CABAL;Martes;10:43:00;VEREDA LAS MANGAS;RURAL;QUEBRADA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;25;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;66682000;1
15/03/2016;TOLIMA;IBAGUÉ (CT);Martes;7:32:00;INDUSTRIAL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;54;MASCULINO;CASADO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;73001000;1
15/03/2016;VALLE;BUENAVENTURA;Martes;10:00:00;EL PROGRESO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;58;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;ANALFABETA;76109000;1
16/03/2016;ANTIOQUIA;BELLO;Miércoles;5:49:00;LAS VEGAS;URBANA;INTERIOR VEHICULO PARTICULAR;ARMA DE FUEGO;A PIE;CONDUCTOR VEHICULO;52;MASCULINO;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05088000;1
16/03/2016;ANTIOQUIA;ENVIGADO;Miércoles;6:30:00;VIA LAS PALMAS;RURAL;INTERIOR VEHICULO PARTICULAR;ARMA DE FUEGO;PASAJERO MOTOCICLETA;CONDUCTOR VEHICULO;26;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05266000;1
16/03/2016;ANTIOQUIA;FREDONIA;Miércoles;6:05:00;PALENQUE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05282000;1
16/03/2016;ANTIOQUIA;TOLEDO;Miércoles;22:00:00;BIOGUI;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;56;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;05819000;1
16/03/2016;ANTIOQUIA;TURBO;Miércoles;8:00:00;EL BOSQUE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;PRIMARIA;05837000;1
16/03/2016;BOYACÁ;PAIPA;Miércoles;2:32:00;SAN FELIPE;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;15516000;1
16/03/2016;CAUCA;CORINTO;Miércoles;9:30:00;LA PLAYA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19212000;1
16/03/2016;CAUCA;ROSAS;Miércoles;23:00:00;VDA LOMAGRANDE;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;19622000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;9:30:00;SANTA FE E-14;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;53;FEMENINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;20:15:00;VILLA DIANA E-4;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;16:40:00;MARIA PAZ E-8;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;5:50:00;LA LIBERTAD E-7;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;14:25:00;LOS OLIVARES E-5;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;14:25:00;LOS OLIVARES E-5;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;49;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
16/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Miércoles;21:58:00;SANTA RITA E-4;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
16/03/2016;PUTUMAYO;PUERTO ASÍS;Miércoles;15:20:00;VDA TETEYE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;86568000;1
16/03/2016;QUINDÍO;CALARCA;Miércoles;15:21:00;LINCON;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;CONDUCTOR MOTOCICLETA;37;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;63130000;1
16/03/2016;SANTANDER;CIMITARRA;Miércoles;13:00:00;VRDA  CAÑO TILIA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;46;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;68190000;1
16/03/2016;SUCRE;SINCELEJO (CT);Miércoles;18:30:00;VEREDA SAN RAFAEL;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;63;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;70001000;1
16/03/2016;VALLE;BUENAVENTURA;Miércoles;20:33:00;UNION DE VIVIENDA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76109000;1
16/03/2016;VALLE;CALI (CT);Miércoles;23:00:00;LA NUEVA BASE E8;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;PASAJERO MOTOCICLETA;35;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
16/03/2016;VALLE;CALI (CT);Miércoles;20:54:00;CENTENARIO E2;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
16/03/2016;VALLE;CALI (CT);Miércoles;20:54:00;CGTO MONTEBELLO E1;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76001000;1
17/03/2016;ANTIOQUIA;DON MATÍAS;Jueves;13:30:00;PIEDRAHITA;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;44;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05237000;1
17/03/2016;ATLÁNTICO;BARRANQUILLA (CT);Jueves;9:05:00;CARLOS MEISEL;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;A PIE;A PIE;78;FEMENINO;UNION LIBRE;COLOMBIA;AMA DE CASA;-;PRIMARIA;08001000;1
17/03/2016;BOLÍVAR;CARTAGENA (CT);Jueves;20:20:00;EL POZON;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;13001000;1
17/03/2016;BOLÍVAR;MOMPÓS;Jueves;16:28:00;CORREG. ANCON;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;75;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;13468000;1
17/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;11:30:00;LOS OLIVARES E-5;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
17/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;14:40:00;MIRADOR DEL NORTE E-1;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
17/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Jueves;0:01:00;AMAPOLA E-4;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;43;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
17/03/2016;CUNDINAMARCA;SOACHA;Jueves;3:00:00;LOS OLIVOS III;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;23;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;25754000;1
17/03/2016;CUNDINAMARCA;SOACHA;Jueves;3:00:00;LOS OLIVOS III;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;43;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;ANALFABETA;25754000;1
17/03/2016;HUILA;GARZÓN;Jueves;13:05:00;VEREDA VILLA RICA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;14;FEMENINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;41298000;1
17/03/2016;META;PUERTO RICO;Jueves;10:30:00;VEREDACAÑO  ALFA;RURAL;RIVERAS;ARMA DE FUEGO;-;-;25;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;50590000;1
17/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Jueves;10:00:00;BARRIO ALFONSO LOPEZ;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;54001000;1
17/03/2016;NORTE DE SANTANDER;EL ZULIA;Jueves;19:50:00;CORREGIMIENTO LA Y;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;47;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;54261000;1
17/03/2016;RISARALDA;LA CELIA;Jueves;7:30:00;CORREGIMIENTO PATIO BONITO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;52;MASCULINO;CASADO;COLOMBIA;COMERCIANTE;-;PRIMARIA;66383000;1
17/03/2016;RISARALDA;PEREIRA (CT);Jueves;19:36:00;SAN NICOLAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;24;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;66001000;1
17/03/2016;RISARALDA;PEREIRA (CT);Jueves;13:34:00;LOS ANDES;URBANA;LOTE BALDIO;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;66001000;1
17/03/2016;SANTANDER;RIONEGRO;Jueves;11:00:00;VRDA MUZANDA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;38;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;68615000;1
17/03/2016;VALLE;CALI (CT);Jueves;20:30:00;UNION DE VIVIENDA POPULAR E16;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
17/03/2016;VALLE;CALI (CT);Jueves;19:55:00;URBANIZACION CALIMIO E6;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
17/03/2016;VALLE;PALMIRA;Jueves;1:50:00;CORREGIMIENTO LA DOLORES;RURAL;VIAS PUBLICAS;CONTUNDENTES;CONDUCTOR TAXI;A PIE;27;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76520000;1
17/03/2016;VALLE;YOTOCO;Jueves;9:40:00;VIA MEDIACANOA / LOBOGUERRERO;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76890000;1
18/03/2016;ANTIOQUIA;BRICEÑO;Viernes;18:30:00;LAS AURAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;47;MASCULINO;SOLTERO;COLOMBIA;GRUPOS ILEGALES;-;PRIMARIA;05107000;1
18/03/2016;ANTIOQUIA;CAUCASIA;Viernes;9:27:00;PUERTO ESPAÑA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05154000;1
18/03/2016;ANTIOQUIA;MEDELLÍN (CT);Viernes;21:45:00;NARANJITOS  S.A.P.;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
18/03/2016;ANTIOQUIA;RETIRO;Viernes;20:00:00;LA MARIA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;CONDUCTOR MOTOCICLETA;27;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05607000;1
18/03/2016;ANTIOQUIA;RIONEGRO;Viernes;11:40:00;MIRADOR DEL LAGO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;85;FEMENINO;CASADO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;05615000;1
18/03/2016;ANTIOQUIA;ZARAGOZA;Viernes;8:00:00;SAN ANTONIO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05895000;1
18/03/2016;BOLÍVAR;CARTAGENA (CT);Viernes;21:40:00;NUEVO BOSQUE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
18/03/2016;BOLÍVAR;CARTAGENA (CT);Viernes;21:40:00;NUEVO BOSQUE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
18/03/2016;CALDAS;CHINCHINÁ;Viernes;21:30:00;BENGALA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;17174000;1
18/03/2016;CAQUETÁ;FLORENCIA (CT);Viernes;20:30:00;BELLAVISTA;URBANA;CANCHA DE FUTBOL;ARMA DE FUEGO;PASAJERO MOTOCICLETA;CONDUCTOR VEHICULO;38;MASCULINO;CASADO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;18001000;1
18/03/2016;CHOCÓ;MEDIO BAUDÓ;Viernes;20:30:00;LA SALIDA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;34;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27430000;1
18/03/2016;CHOCÓ;QUIBDÓ (CT);Viernes;7:20:00;CARAÑO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;1
18/03/2016;CÓRDOBA;MONTERÍA (CT);Viernes;17:05:00;COLINA REAL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;23001000;1
18/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;20:15:00;EL TANQUE E-19;URBANA;FRUTERIA;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
18/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;19:10:00;SAN MARTÍN DE PORRES E-2;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
18/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;0:10:00;SAN ANTONIO E-1;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
18/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;2:10:00;SANTA FE E-14;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
18/03/2016;CUNDINAMARCA;BOGOTÁ D.C. (CT);Viernes;15:10:00;BELLO HORIZONTE E-4;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;11001000;1
18/03/2016;CUNDINAMARCA;RICAURTE;Viernes;17:00:00;VER.EL PASO;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;28;MASCULINO;-;-;NO REPORTA;-;-;25612000;1
18/03/2016;CUNDINAMARCA;RICAURTE;Viernes;17:00:00;VER.EL PASO;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;37;MASCULINO;-;-;NO REPORTA;-;SECUNDARIA;25612000;1
18/03/2016;CUNDINAMARCA;RICAURTE;Viernes;17:00:00;VER.EL PASO;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;44;MASCULINO;-;-;NO REPORTA;-;-;25612000;1
18/03/2016;GUAJIRA;RIOHACHA (CT);Viernes;9:30:00;VEREDA PAUMAHANA;RURAL;RANCHERIA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;44001000;1
18/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Viernes;20:45:00;BARRIO MOLINOS DEL NORTE;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;-;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;54001000;1
18/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Viernes;2:08:00;MALECOM;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;PASAJERO TAXI;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
18/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Viernes;2:08:00;MALECOM;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;PASAJERO TAXI;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
18/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Viernes;2:08:00;MALECOM;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;PASAJERO TAXI;27;MASCULINO;SOLTERO;VENEZUELA;EMPLEADO PARTICULAR;-;NO REPORTADO;54001000;1
18/03/2016;NORTE DE SANTANDER;CÚCUTA (CT);Viernes;2:08:00;MALECOM;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;PASAJERO TAXI;41;FEMENINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
18/03/2016;QUINDÍO;ARMENIA (CT);Viernes;21:17:00;JARDINES DEL EDEN;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;PRIMARIA;63001000;1
18/03/2016;QUINDÍO;ARMENIA (CT);Viernes;20:13:00;SECTOR LA VEINTE;URBANA;TALLERES MECANICA;ARMA DE FUEGO;A PIE;A PIE;45;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;63001000;1
18/03/2016;RISARALDA;PEREIRA (CT);Viernes;5:30:00;ESPERANZA GALICIA (CERRITOS);RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;39;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;66001000;1
18/03/2016;TOLIMA;IBAGUÉ (CT);Viernes;19:30:00;VILLA DEL SOL;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;48;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;73001000;1
18/03/2016;TOLIMA;LÉRIDA;Viernes;18:56:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;45;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;73408000;1
18/03/2016;VALLE;BUENAVENTURA;Viernes;22:10:00;BELLAVISTA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;47;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;76109000;1
18/03/2016;VALLE;CALI (CT);Viernes;22:15:00;ULPIANO LLOREDA E13;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;27;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76001000;1
18/03/2016;VALLE;CALI (CT);Viernes;22:20:00;PUERTO NUEVO E7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;40;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
18/03/2016;VALLE;CALI (CT);Viernes;9:20:00;DESEPAZ INVICALI E21;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;33;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
18/03/2016;VALLE;CALI (CT);Viernes;19:55:00;PUERTAS DEL SOL E14;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;1
18/03/2016;VALLE;CANDELARIA;Viernes;20:50:00;CGTO VILLAGORGONA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;48;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76130000;1
19/03/2016;ANTIOQUIA;BETULIA;Sábado;18:30:00;SECTOR LA YE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;CONDUCTOR VEHICULO;27;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05093000;1
19/03/2016;ANTIOQUIA;CALDAS;Sábado;11:43:00;LA INMACULADA;URBANA;RIOS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;31;FEMENINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05129000;1
